resume_id,jd_id,score,candidate_id
resumes_candidate_a80a3956704e_chunk1_professional_summary,jd_specialist_software_engineering_001,0.504403,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk2_skills,jd_jd_1e5c2f,0.556343,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk2_skills,jd_specialist_software_engineering_001,0.305587,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk3_experience_summary,jd_jd_1e5c2f,0.797700,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk3_experience_summary,jd_specialist_software_engineering_001,0.510670,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk4_education_summary,jd_jd_1e5c2f,0.727272,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk4_education_summary,jd_specialist_software_engineering_001,0.487368,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.819469,resumes_candidate_a80a3956704e
resumes_candidate_a80a3956704e_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.375839,resumes_candidate_a80a3956704e
resumes_candidate_aa8800a491ea_chunk1_professional_summary,jd_jd_1e5c2f,0.799231,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk1_professional_summary,jd_specialist_software_engineering_001,0.520918,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk2_skills,jd_jd_1e5c2f,0.529751,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk2_skills,jd_specialist_software_engineering_001,0.287994,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk3_experience_summary,jd_jd_1e5c2f,0.797718,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk3_experience_summary,jd_specialist_software_engineering_001,0.503844,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk4_education_summary,jd_jd_1e5c2f,0.733361,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk4_education_summary,jd_specialist_software_engineering_001,0.473953,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.800652,resumes_candidate_aa8800a491ea
resumes_candidate_aa8800a491ea_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.352455,resumes_candidate_aa8800a491ea
resumes_candidate_bd87a0a36901_chunk1_professional_summary,jd_jd_1e5c2f,0.787479,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk1_professional_summary,jd_specialist_software_engineering_001,0.525936,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk2_skills,jd_jd_1e5c2f,0.564866,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk2_skills,jd_specialist_software_engineering_001,0.297699,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk3_experience_summary,jd_jd_1e5c2f,0.737636,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk3_experience_summary,jd_specialist_software_engineering_001,0.462407,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk4_education_summary,jd_jd_1e5c2f,0.731840,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk4_education_summary,jd_specialist_software_engineering_001,0.446609,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.792083,resumes_candidate_bd87a0a36901
resumes_candidate_bd87a0a36901_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.354391,resumes_candidate_bd87a0a36901
resumes_candidate_cbc0343b908f_chunk1_professional_summary,jd_jd_1e5c2f,0.812530,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk1_professional_summary,jd_specialist_software_engineering_001,0.523041,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk2_skills,jd_jd_1e5c2f,0.632753,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk2_skills,jd_specialist_software_engineering_001,0.374020,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk3_experience_summary,jd_jd_1e5c2f,0.813719,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk3_experience_summary,jd_specialist_software_engineering_001,0.520671,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk4_education_summary,jd_jd_1e5c2f,0.748284,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk4_education_summary,jd_specialist_software_engineering_001,0.483652,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.806992,resumes_candidate_cbc0343b908f
resumes_candidate_cbc0343b908f_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.361057,resumes_candidate_cbc0343b908f
resumes_candidate_e19e23fdc169_chunk1_professional_summary,jd_jd_1e5c2f,0.757175,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk1_professional_summary,jd_specialist_software_engineering_001,0.521013,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk2_skills,jd_jd_1e5c2f,0.569312,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk2_skills,jd_specialist_software_engineering_001,0.305372,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk3_experience_summary,jd_jd_1e5c2f,0.729608,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk3_experience_summary,jd_specialist_software_engineering_001,0.483745,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk4_education_summary,jd_jd_1e5c2f,0.712662,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk4_education_summary,jd_specialist_software_engineering_001,0.458533,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.790052,resumes_candidate_e19e23fdc169
resumes_candidate_e19e23fdc169_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.382454,resumes_candidate_e19e23fdc169
resumes_candidate_eb8ba11e19b8_chunk1_professional_summary,jd_jd_1e5c2f,0.782096,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk1_professional_summary,jd_specialist_software_engineering_001,0.534349,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk2_skills,jd_jd_1e5c2f,0.649140,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk2_skills,jd_specialist_software_engineering_001,0.416664,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk3_experience_summary,jd_jd_1e5c2f,0.790946,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk3_experience_summary,jd_specialist_software_engineering_001,0.513878,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk4_education_summary,jd_jd_1e5c2f,0.693551,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk4_education_summary,jd_specialist_software_engineering_001,0.427620,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.781546,resumes_candidate_eb8ba11e19b8
resumes_candidate_eb8ba11e19b8_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.340549,resumes_candidate_eb8ba11e19b8
resumes_candidate_ec97477d20cc_chunk1_professional_summary,jd_jd_1e5c2f,0.775075,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk1_professional_summary,jd_specialist_software_engineering_001,0.494343,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk2_skills,jd_jd_1e5c2f,0.502918,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk2_skills,jd_specialist_software_engineering_001,0.286235,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk3_experience_summary,jd_jd_1e5c2f,0.747619,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk3_experience_summary,jd_specialist_software_engineering_001,0.513235,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk4_education_summary,jd_jd_1e5c2f,0.664469,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk4_education_summary,jd_specialist_software_engineering_001,0.448849,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.776111,resumes_candidate_ec97477d20cc
resumes_candidate_ec97477d20cc_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.333596,resumes_candidate_ec97477d20cc
resumes_candidate_f95a8cbc1b3b_chunk1_professional_summary,jd_jd_1e5c2f,0.742160,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk1_professional_summary,jd_specialist_software_engineering_001,0.552648,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk2_skills,jd_jd_1e5c2f,0.645882,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk2_skills,jd_specialist_software_engineering_001,0.442594,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk3_experience_summary,jd_jd_1e5c2f,0.718185,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk3_experience_summary,jd_specialist_software_engineering_001,0.542792,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk4_education_summary,jd_jd_1e5c2f,0.689078,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk4_education_summary,jd_specialist_software_engineering_001,0.497529,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.778032,resumes_candidate_f95a8cbc1b3b
resumes_candidate_f95a8cbc1b3b_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.360036,resumes_candidate_f95a8cbc1b3b
resumes_sumeet_adhav_5a07e6_chunk1_professional_summary,jd_jd_1e5c2f,0.507839,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk1_professional_summary,jd_specialist_software_engineering_001,0.507942,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk1_summary,jd_jd_1e5c2f,0.507895,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk1_summary,jd_specialist_software_engineering_001,0.508065,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk2_skills,jd_jd_1e5c2f,0.555696,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk2_skills,jd_specialist_software_engineering_001,0.579784,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk3_experience,jd_jd_1e5c2f,0.519814,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk3_experience,jd_specialist_software_engineering_001,0.533538,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk3_experience_summary,jd_jd_1e5c2f,0.519959,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk3_experience_summary,jd_specialist_software_engineering_001,0.533703,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk4_education,jd_jd_1e5c2f,0.379743,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk4_education,jd_specialist_software_engineering_001,0.357442,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk4_education_summary,jd_jd_1e5c2f,0.380206,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk4_education_summary,jd_specialist_software_engineering_001,0.358033,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk5_projects_certifications_achievements,jd_jd_1e5c2f,0.486297,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk5_projects_certifications_achievements,jd_specialist_software_engineering_001,0.472550,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk5_projects_certs_awards,jd_jd_1e5c2f,0.486297,resumes_sumeet_adhav_5a07e6
resumes_sumeet_adhav_5a07e6_chunk5_projects_certs_awards,jd_specialist_software_engineering_001,0.472550,resumes_sumeet_adhav_5a07e6
sumeet_adhav_001_chunk1_summary,jd_jd_1e5c2f,0.507860,sumeet_adhav_001
sumeet_adhav_001_chunk1_summary,jd_specialist_software_engineering_001,0.507956,sumeet_adhav_001
sumeet_adhav_001_chunk2_skills,jd_jd_1e5c2f,0.554729,sumeet_adhav_001
sumeet_adhav_001_chunk2_skills,jd_specialist_software_engineering_001,0.580090,sumeet_adhav_001
sumeet_adhav_001_chunk3_experience,jd_jd_1e5c2f,0.519879,sumeet_adhav_001
sumeet_adhav_001_chunk3_experience,jd_specialist_software_engineering_001,0.533741,sumeet_adhav_001
sumeet_adhav_001_chunk4_education,jd_jd_1e5c2f,0.379746,sumeet_adhav_001
sumeet_adhav_001_chunk4_education,jd_specialist_software_engineering_001,0.357441,sumeet_adhav_001
sumeet_adhav_001_chunk5_projects_certs_awards,jd_jd_1e5c2f,0.486208,sumeet_adhav_001
sumeet_adhav_001_chunk5_projects_certs_awards,jd_specialist_software_engineering_001,0.472537,sumeet_adhav_001
